Distirct No (apylinkės nr.),Party No (partijos nr.),Constituency No (apygardos nr.),By post (balsai paštu),Distirct (apylinkė),In distirct (balsai apylinkėje),Party (partija),Constituency (apygarda),Total (balsai iš viso),Valid ballot papers percent (galiojančių biuletenių skaičius)
8,5,38,25,Naftininkų,161,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Mažeikių,186,10.41
8,1,38,16,Naftininkų,126,Lietuvos Respublikos liberalų sąjūdis,Mažeikių,142,7.95
7,3,38,15,Pavasario,319,Darbo partija,Mažeikių,334,21.13
7,8,38,15,Pavasario,379,Lietuvos socialdemokratų partija,Mažeikių,394,24.92
7,5,38,11,Pavasario,167,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Mažeikių,178,11.26
7,1,38,12,Pavasario,131,Lietuvos Respublikos liberalų sąjūdis,Mažeikių,143,9.04
7,6,38,3,Pavasario,121,„Drąsos kelias“ politinė partija,Mažeikių,124,7.84
6,3,38,7,Reivyčių,160,Darbo partija,Mažeikių,167,20.8
6,8,38,10,Reivyčių,173,Lietuvos socialdemokratų partija,Mažeikių,183,22.79
6,5,38,19,Reivyčių,72,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Mažeikių,91,11.33
6,1,38,8,Reivyčių,46,Lietuvos Respublikos liberalų sąjūdis,Mažeikių,54,6.72
6,6,38,9,Reivyčių,55,„Drąsos kelias“ politinė partija,Mažeikių,64,7.97
1,9,49,7,Adomynės,2,Partija Tvarka ir teisingumas,Anykščių - Kupiškio,9,3.46
1,7,49,,Adomynės,,Lietuvos lenkų rinkimų akcija,Anykščių - Kupiškio,,
1,14,49,3,Adomynės,43,Lietuvos valstiečių ir žaliųjų sąjunga,Anykščių - Kupiškio,46,17.69
1,16,49,,Adomynės,5,Liberalų ir centro sąjunga,Anykščių - Kupiškio,5,1.92
1,18,49,,Adomynės,,Politinė partija „Sąjunga Taip“,Anykščių - Kupiškio,,
1,13,49,,Adomynės,1,Socialistinis liaudies Frontas,Anykščių - Kupiškio,1,0.38
1,11,49,,Adomynės,2,Krikščionių partija,Anykščių - Kupiškio,2,0.77
1,10,49,,Adomynės,,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Anykščių - Kupiškio,,
10,9,38,4,Sodų,184,Partija Tvarka ir teisingumas,Mažeikių,188,15.02
10,7,38,,Sodų,3,Lietuvos lenkų rinkimų akcija,Mažeikių,3,0.24
10,14,38,1,Sodų,36,Lietuvos valstiečių ir žaliųjų sąjunga,Mažeikių,37,2.96
10,16,38,,Sodų,8,Liberalų ir centro sąjunga,Mažeikių,8,0.64
10,18,38,2,Sodų,27,Politinė partija „Sąjunga Taip“,Mažeikių,29,2.32
10,13,38,1,Sodų,10,Socialistinis liaudies Frontas,Mažeikių,11,0.88
10,11,38,2,Sodų,26,Krikščionių partija,Mažeikių,28,2.24
10,10,38,,Sodų,15,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Mažeikių,15,1.2
9,9,38,6,Pavenčių,147,Partija Tvarka ir teisingumas,Mažeikių,153,15.44
9,7,38,,Pavenčių,3,Lietuvos lenkų rinkimų akcija,Mažeikių,3,0.3
9,14,38,3,Pavenčių,24,Lietuvos valstiečių ir žaliųjų sąjunga,Mažeikių,27,2.72
9,16,38,3,Pavenčių,11,Liberalų ir centro sąjunga,Mažeikių,14,1.41
9,18,38,1,Pavenčių,26,Politinė partija „Sąjunga Taip“,Mažeikių,27,2.72
9,13,38,,Pavenčių,9,Socialistinis liaudies Frontas,Mažeikių,9,0.91
9,11,38,1,Pavenčių,11,Krikščionių partija,Mažeikių,12,1.21
9,10,38,2,Pavenčių,15,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Mažeikių,17,1.72
8,6,38,6,Naftininkų,154,„Drąsos kelias“ politinė partija,Mažeikių,160,8.96
8,9,38,13,Naftininkų,258,Partija Tvarka ir teisingumas,Mažeikių,271,15.17
8,7,38,,Naftininkų,26,Lietuvos lenkų rinkimų akcija,Mažeikių,26,1.46
8,14,38,3,Naftininkų,37,Lietuvos valstiečių ir žaliųjų sąjunga,Mažeikių,40,2.24
8,16,38,,Naftininkų,16,Liberalų ir centro sąjunga,Mažeikių,16,0.9
8,18,38,6,Naftininkų,61,Politinė partija „Sąjunga Taip“,Mažeikių,67,3.75
8,13,38,,Naftininkų,18,Socialistinis liaudies Frontas,Mažeikių,18,1.01
8,11,38,,Naftininkų,15,Krikščionių partija,Mažeikių,15,0.84
7,9,38,8,Pavasario,213,Partija Tvarka ir teisingumas,Mažeikių,221,13.98
7,7,38,,Pavasario,2,Lietuvos lenkų rinkimų akcija,Mažeikių,2,0.13
7,14,38,2,Pavasario,48,Lietuvos valstiečių ir žaliųjų sąjunga,Mažeikių,50,3.16
7,16,38,1,Pavasario,18,Liberalų ir centro sąjunga,Mažeikių,19,1.2
7,18,38,3,Pavasario,35,Politinė partija „Sąjunga Taip“,Mažeikių,38,2.4
7,13,38,,Pavasario,13,Socialistinis liaudies Frontas,Mažeikių,13,0.82
7,11,38,3,Pavasario,18,Krikščionių partija,Mažeikių,21,1.33
7,10,38,,Pavasario,13,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Mažeikių,13,0.82
6,9,38,7,Reivyčių,145,Partija Tvarka ir teisingumas,Mažeikių,152,18.93
6,7,38,,Reivyčių,,Lietuvos lenkų rinkimų akcija,Mažeikių,,
6,14,38,2,Reivyčių,28,Lietuvos valstiečių ir žaliųjų sąjunga,Mažeikių,30,3.74
6,16,38,,Reivyčių,6,Liberalų ir centro sąjunga,Mažeikių,6,0.75
6,18,38,3,Reivyčių,14,Politinė partija „Sąjunga Taip“,Mažeikių,17,2.12
6,13,38,,Reivyčių,9,Socialistinis liaudies Frontas,Mažeikių,9,1.12
6,11,38,1,Reivyčių,7,Krikščionių partija,Mažeikių,8,1.0
6,10,38,3,Reivyčių,6,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Mažeikių,9,1.12
5,3,38,16,Žemaitijos,288,Darbo partija,Mažeikių,304,19.64
5,8,38,20,Žemaitijos,360,Lietuvos socialdemokratų partija,Mažeikių,380,24.55
5,5,38,20,Žemaitijos,171,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Mažeikių,191,12.34
5,1,38,12,Žemaitijos,112,Lietuvos Respublikos liberalų sąjūdis,Mažeikių,124,8.01
5,6,38,7,Žemaitijos,156,„Drąsos kelias“ politinė partija,Mažeikių,163,10.53
5,9,38,5,Žemaitijos,200,Partija Tvarka ir teisingumas,Mažeikių,205,13.24
4,3,38,16,Gabijos,176,Darbo partija,Mažeikių,192,19.3
4,8,38,18,Gabijos,267,Lietuvos socialdemokratų partija,Mažeikių,285,28.64
4,5,38,11,Gabijos,94,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Mažeikių,105,10.55
4,1,38,1,Gabijos,50,Lietuvos Respublikos liberalų sąjūdis,Mažeikių,51,5.13
4,6,38,7,Gabijos,81,„Drąsos kelias“ politinė partija,Mažeikių,88,8.84
1,15,49,,Adomynės,,Partija „Jaunoji Lietuva“,Anykščių - Kupiškio,,
1,4,49,1,Adomynės,2,Demokratinė darbo ir vienybės partija,Anykščių - Kupiškio,3,1.15
1,17,49,,Adomynės,1,Emigrantų partija,Anykščių - Kupiškio,1,0.38
1,2,49,4,Adomynės,1,Respublikonų partija,Anykščių - Kupiškio,5,1.92
1,12,49,,Adomynės,,Lietuvos žmonių partija,Anykščių - Kupiškio,,
10,15,38,,Sodų,7,Partija „Jaunoji Lietuva“,Mažeikių,7,0.56
10,4,38,,Sodų,1,Demokratinė darbo ir vienybės partija,Mažeikių,1,0.08
10,17,38,,Sodų,4,Emigrantų partija,Mažeikių,4,0.32
10,2,38,,Sodų,,Respublikonų partija,Mažeikių,,
10,12,38,,Sodų,6,Lietuvos žmonių partija,Mažeikių,6,0.48
9,15,38,,Pavenčių,9,Partija „Jaunoji Lietuva“,Mažeikių,9,0.91
9,4,38,,Pavenčių,3,Demokratinė darbo ir vienybės partija,Mažeikių,3,0.3
9,17,38,,Pavenčių,,Emigrantų partija,Mažeikių,,
9,2,38,,Pavenčių,,Respublikonų partija,Mažeikių,,
9,12,38,,Pavenčių,5,Lietuvos žmonių partija,Mažeikių,5,0.5
8,10,38,3,Naftininkų,31,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Mažeikių,34,1.9
8,15,38,,Naftininkų,7,Partija „Jaunoji Lietuva“,Mažeikių,7,0.39
8,4,38,,Naftininkų,11,Demokratinė darbo ir vienybės partija,Mažeikių,11,0.62
8,17,38,,Naftininkų,5,Emigrantų partija,Mažeikių,5,0.28
8,2,38,,Naftininkų,1,Respublikonų partija,Mažeikių,1,0.06
8,12,38,,Naftininkų,2,Lietuvos žmonių partija,Mažeikių,2,0.11
7,15,38,,Pavasario,12,Partija „Jaunoji Lietuva“,Mažeikių,12,0.76
7,4,38,,Pavasario,7,Demokratinė darbo ir vienybės partija,Mažeikių,7,0.44
7,17,38,1,Pavasario,8,Emigrantų partija,Mažeikių,9,0.57
7,2,38,,Pavasario,3,Respublikonų partija,Mažeikių,3,0.19
7,12,38,,Pavasario,,Lietuvos žmonių partija,Mažeikių,,
6,15,38,,Reivyčių,8,Partija „Jaunoji Lietuva“,Mažeikių,8,1.0
6,4,38,,Reivyčių,2,Demokratinė darbo ir vienybės partija,Mažeikių,2,0.25
6,17,38,,Reivyčių,2,Emigrantų partija,Mažeikių,2,0.25
6,2,38,,Reivyčių,1,Respublikonų partija,Mažeikių,1,0.12
6,12,38,,Reivyčių,,Lietuvos žmonių partija,Mažeikių,,
5,7,38,,Žemaitijos,4,Lietuvos lenkų rinkimų akcija,Mažeikių,4,0.26
5,14,38,4,Žemaitijos,35,Lietuvos valstiečių ir žaliųjų sąjunga,Mažeikių,39,2.52
5,16,38,2,Žemaitijos,11,Liberalų ir centro sąjunga,Mažeikių,13,0.84
5,18,38,,Žemaitijos,40,Politinė partija „Sąjunga Taip“,Mažeikių,40,2.58
5,13,38,1,Žemaitijos,17,Socialistinis liaudies Frontas,Mažeikių,18,1.16
5,11,38,1,Žemaitijos,12,Krikščionių partija,Mažeikių,13,0.84
5,10,38,2,Žemaitijos,25,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Mažeikių,27,1.74
5,15,38,1,Žemaitijos,8,Partija „Jaunoji Lietuva“,Mažeikių,9,0.58
4,9,38,4,Gabijos,130,Partija Tvarka ir teisingumas,Mažeikių,134,13.47
4,7,38,1,Gabijos,3,Lietuvos lenkų rinkimų akcija,Mažeikių,4,0.4
4,14,38,2,Gabijos,33,Lietuvos valstiečių ir žaliųjų sąjunga,Mažeikių,35,3.52
4,16,38,,Gabijos,4,Liberalų ir centro sąjunga,Mažeikių,4,0.4
4,18,38,2,Gabijos,25,Politinė partija „Sąjunga Taip“,Mažeikių,27,2.71
4,13,38,1,Gabijos,13,Socialistinis liaudies Frontas,Mažeikių,14,1.41
4,11,38,1,Gabijos,17,Krikščionių partija,Mažeikių,18,1.81
5,4,38,1,Žemaitijos,9,Demokratinė darbo ir vienybės partija,Mažeikių,10,0.65
5,17,38,,Žemaitijos,3,Emigrantų partija,Mažeikių,3,0.19
5,2,38,1,Žemaitijos,2,Respublikonų partija,Mažeikių,3,0.19
5,12,38,2,Žemaitijos,,Lietuvos žmonių partija,Mažeikių,2,0.13
4,10,38,2,Gabijos,19,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Mažeikių,21,2.11
4,15,38,1,Gabijos,6,Partija „Jaunoji Lietuva“,Mažeikių,7,0.7
4,4,38,,Gabijos,5,Demokratinė darbo ir vienybės partija,Mažeikių,5,0.5
4,17,38,,Gabijos,2,Emigrantų partija,Mažeikių,2,0.2
4,2,38,1,Gabijos,,Respublikonų partija,Mažeikių,1,0.1
4,12,38,,Gabijos,2,Lietuvos žmonių partija,Mažeikių,2,0.2
3,3,38,10,Kęstučio,155,Darbo partija,Mažeikių,165,16.79
3,8,38,19,Kęstučio,202,Lietuvos socialdemokratų partija,Mažeikių,221,22.48
3,5,38,35,Kęstučio,98,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Mažeikių,133,13.53
3,1,38,10,Kęstučio,60,Lietuvos Respublikos liberalų sąjūdis,Mažeikių,70,7.12
3,6,38,5,Kęstučio,86,„Drąsos kelias“ politinė partija,Mažeikių,91,9.26
3,9,38,16,Kęstučio,143,Partija Tvarka ir teisingumas,Mažeikių,159,16.17
3,7,38,,Kęstučio,1,Lietuvos lenkų rinkimų akcija,Mažeikių,1,0.1
3,14,38,3,Kęstučio,20,Lietuvos valstiečių ir žaliųjų sąjunga,Mažeikių,23,2.34
3,16,38,,Kęstučio,10,Liberalų ir centro sąjunga,Mažeikių,10,1.02
3,18,38,2,Kęstučio,28,Politinė partija „Sąjunga Taip“,Mažeikių,30,3.05
2,3,38,7,Senamieščio,124,Darbo partija,Mažeikių,131,13.85
2,3,43,39,Aristavos,142,Darbo partija,Kėdainių,181,59.34
2,8,43,11,Aristavos,15,Lietuvos socialdemokratų partija,Kėdainių,26,8.52
2,5,43,4,Aristavos,29,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Kėdainių,33,10.82
2,1,43,5,Aristavos,13,Lietuvos Respublikos liberalų sąjūdis,Kėdainių,18,5.9
2,6,43,3,Aristavos,7,„Drąsos kelias“ politinė partija,Kėdainių,10,3.28
2,9,43,5,Aristavos,8,Partija Tvarka ir teisingumas,Kėdainių,13,4.26
1,3,45,9,Ginkūnų,286,Darbo partija,Šiaulių kaimiškoji,295,20.18
1,8,45,16,Ginkūnų,258,Lietuvos socialdemokratų partija,Šiaulių kaimiškoji,274,18.74
1,5,45,14,Ginkūnų,176,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Šiaulių kaimiškoji,190,13.0
1,1,45,9,Ginkūnų,120,Lietuvos Respublikos liberalų sąjūdis,Šiaulių kaimiškoji,129,8.82
1,6,45,2,Ginkūnų,167,„Drąsos kelias“ politinė partija,Šiaulių kaimiškoji,169,11.56
1,9,45,2,Ginkūnų,85,Partija Tvarka ir teisingumas,Šiaulių kaimiškoji,87,5.95
3,13,38,,Kęstučio,10,Socialistinis liaudies Frontas,Mažeikių,10,1.02
3,11,38,9,Kęstučio,14,Krikščionių partija,Mažeikių,23,2.34
3,10,38,2,Kęstučio,23,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Mažeikių,25,2.54
3,15,38,2,Kęstučio,9,Partija „Jaunoji Lietuva“,Mažeikių,11,1.12
3,4,38,,Kęstučio,2,Demokratinė darbo ir vienybės partija,Mažeikių,2,0.2
2,8,38,23,Senamieščio,196,Lietuvos socialdemokratų partija,Mažeikių,219,23.15
2,5,38,25,Senamieščio,136,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Mažeikių,161,17.02
2,1,38,11,Senamieščio,82,Lietuvos Respublikos liberalų sąjūdis,Mažeikių,93,9.83
2,6,38,3,Senamieščio,87,„Drąsos kelias“ politinė partija,Mažeikių,90,9.51
2,9,38,5,Senamieščio,116,Partija Tvarka ir teisingumas,Mažeikių,121,12.79
2,7,38,,Senamieščio,2,Lietuvos lenkų rinkimų akcija,Mažeikių,2,0.21
2,14,38,1,Senamieščio,24,Lietuvos valstiečių ir žaliųjų sąjunga,Mažeikių,25,2.64
2,16,38,,Senamieščio,10,Liberalų ir centro sąjunga,Mažeikių,10,1.06
2,7,43,,Aristavos,,Lietuvos lenkų rinkimų akcija,Kėdainių,,
2,14,43,,Aristavos,4,Lietuvos valstiečių ir žaliųjų sąjunga,Kėdainių,4,1.31
2,16,43,1,Aristavos,3,Liberalų ir centro sąjunga,Kėdainių,4,1.31
2,18,43,2,Aristavos,7,Politinė partija „Sąjunga Taip“,Kėdainių,9,2.95
2,13,43,,Aristavos,1,Socialistinis liaudies Frontas,Kėdainių,1,0.33
2,11,43,1,Aristavos,1,Krikščionių partija,Kėdainių,2,0.66
2,10,43,1,Aristavos,,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Kėdainių,1,0.33
2,15,43,,Aristavos,1,Partija „Jaunoji Lietuva“,Kėdainių,1,0.33
1,7,45,,Ginkūnų,2,Lietuvos lenkų rinkimų akcija,Šiaulių kaimiškoji,2,0.14
1,14,45,5,Ginkūnų,227,Lietuvos valstiečių ir žaliųjų sąjunga,Šiaulių kaimiškoji,232,15.87
1,16,45,,Ginkūnų,6,Liberalų ir centro sąjunga,Šiaulių kaimiškoji,6,0.41
1,18,45,,Ginkūnų,16,Politinė partija „Sąjunga Taip“,Šiaulių kaimiškoji,16,1.09
1,13,45,,Ginkūnų,10,Socialistinis liaudies Frontas,Šiaulių kaimiškoji,10,0.68
1,11,45,1,Ginkūnų,5,Krikščionių partija,Šiaulių kaimiškoji,6,0.41
1,10,45,2,Ginkūnų,13,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Šiaulių kaimiškoji,15,1.03
1,3,47,26,Geležių,89,Darbo partija,Pasvalio - Panevėžio,115,37.95
1,8,47,11,Geležių,42,Lietuvos socialdemokratų partija,Pasvalio - Panevėžio,53,17.49
1,5,47,19,Geležių,37,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Pasvalio - Panevėžio,56,18.48
1,1,47,7,Geležių,9,Lietuvos Respublikos liberalų sąjūdis,Pasvalio - Panevėžio,16,5.28
1,6,47,3,Geležių,11,„Drąsos kelias“ politinė partija,Pasvalio - Panevėžio,14,4.62
32,3,48,16,Vabalninko,109,Darbo partija,Biržų - Kupiškio,125,21.89
32,8,48,20,Vabalninko,78,Lietuvos socialdemokratų partija,Biržų - Kupiškio,98,17.16
32,5,48,13,Vabalninko,90,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Biržų - Kupiškio,103,18.04
32,1,48,6,Vabalninko,27,Lietuvos Respublikos liberalų sąjūdis,Biržų - Kupiškio,33,5.78
32,6,48,5,Vabalninko,18,„Drąsos kelias“ politinė partija,Biržų - Kupiškio,23,4.03
31,3,48,1,Šukionių,7,Darbo partija,Biržų - Kupiškio,8,3.98
31,8,48,,Šukionių,6,Lietuvos socialdemokratų partija,Biržų - Kupiškio,6,2.99
31,5,48,2,Šukionių,7,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Biržų - Kupiškio,9,4.48
31,1,48,,Šukionių,1,Lietuvos Respublikos liberalų sąjūdis,Biržų - Kupiškio,1,0.5
3,17,38,1,Kęstučio,4,Emigrantų partija,Mažeikių,5,0.51
3,2,38,1,Kęstučio,,Respublikonų partija,Mažeikių,1,0.1
3,12,38,,Kęstučio,3,Lietuvos žmonių partija,Mažeikių,3,0.31
2,18,38,5,Senamieščio,37,Politinė partija „Sąjunga Taip“,Mažeikių,42,4.44
2,13,38,4,Senamieščio,12,Socialistinis liaudies Frontas,Mažeikių,16,1.69
2,11,38,,Senamieščio,15,Krikščionių partija,Mažeikių,15,1.59
2,10,38,,Senamieščio,8,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Mažeikių,8,0.85
2,15,38,,Senamieščio,4,Partija „Jaunoji Lietuva“,Mažeikių,4,0.42
2,4,38,1,Senamieščio,,Demokratinė darbo ir vienybės partija,Mažeikių,1,0.11
2,17,38,,Senamieščio,5,Emigrantų partija,Mažeikių,5,0.53
2,2,38,,Senamieščio,2,Respublikonų partija,Mažeikių,2,0.21
2,4,43,,Aristavos,,Demokratinė darbo ir vienybės partija,Kėdainių,,
2,17,43,1,Aristavos,,Emigrantų partija,Kėdainių,1,0.33
2,2,43,,Aristavos,1,Respublikonų partija,Kėdainių,1,0.33
2,12,43,,Aristavos,,Lietuvos žmonių partija,Kėdainių,,
1,15,45,,Ginkūnų,10,Partija „Jaunoji Lietuva“,Šiaulių kaimiškoji,10,0.68
1,4,45,1,Ginkūnų,9,Demokratinė darbo ir vienybės partija,Šiaulių kaimiškoji,10,0.68
1,17,45,1,Ginkūnų,4,Emigrantų partija,Šiaulių kaimiškoji,5,0.34
1,2,45,1,Ginkūnų,3,Respublikonų partija,Šiaulių kaimiškoji,4,0.27
1,12,45,,Ginkūnų,2,Lietuvos žmonių partija,Šiaulių kaimiškoji,2,0.14
1,9,47,2,Geležių,18,Partija Tvarka ir teisingumas,Pasvalio - Panevėžio,20,6.6
1,7,47,,Geležių,,Lietuvos lenkų rinkimų akcija,Pasvalio - Panevėžio,,
1,14,47,3,Geležių,9,Lietuvos valstiečių ir žaliųjų sąjunga,Pasvalio - Panevėžio,12,3.96
1,16,47,1,Geležių,2,Liberalų ir centro sąjunga,Pasvalio - Panevėžio,3,0.99
1,18,47,,Geležių,1,Politinė partija „Sąjunga Taip“,Pasvalio - Panevėžio,1,0.33
1,13,47,,Geležių,1,Socialistinis liaudies Frontas,Pasvalio - Panevėžio,1,0.33
1,11,47,3,Geležių,5,Krikščionių partija,Pasvalio - Panevėžio,8,2.64
1,10,47,,Geležių,,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Pasvalio - Panevėžio,,
32,9,48,4,Vabalninko,34,Partija Tvarka ir teisingumas,Biržų - Kupiškio,38,6.65
32,7,48,,Vabalninko,,Lietuvos lenkų rinkimų akcija,Biržų - Kupiškio,,
32,14,48,12,Vabalninko,101,Lietuvos valstiečių ir žaliųjų sąjunga,Biržų - Kupiškio,113,19.79
32,16,48,,Vabalninko,1,Liberalų ir centro sąjunga,Biržų - Kupiškio,1,0.18
32,18,48,1,Vabalninko,1,Politinė partija „Sąjunga Taip“,Biržų - Kupiškio,2,0.35
32,13,48,,Vabalninko,2,Socialistinis liaudies Frontas,Biržų - Kupiškio,2,0.35
32,11,48,3,Vabalninko,12,Krikščionių partija,Biržų - Kupiškio,15,2.63
31,6,48,,Šukionių,3,„Drąsos kelias“ politinė partija,Biržų - Kupiškio,3,1.49
31,9,48,,Šukionių,1,Partija Tvarka ir teisingumas,Biržų - Kupiškio,1,0.5
31,7,48,,Šukionių,,Lietuvos lenkų rinkimų akcija,Biržų - Kupiškio,,
31,14,48,19,Šukionių,144,Lietuvos valstiečių ir žaliųjų sąjunga,Biržų - Kupiškio,163,81.09
31,16,48,,Šukionių,,Liberalų ir centro sąjunga,Biržų - Kupiškio,,
31,18,48,,Šukionių,,Politinė partija „Sąjunga Taip“,Biržų - Kupiškio,,
31,13,48,,Šukionių,3,Socialistinis liaudies Frontas,Biržų - Kupiškio,3,1.49
31,11,48,,Šukionių,1,Krikščionių partija,Biržų - Kupiškio,1,0.5
30,3,48,13,Ramongalių,48,Darbo partija,Biržų - Kupiškio,61,32.97
30,8,48,12,Ramongalių,35,Lietuvos socialdemokratų partija,Biržų - Kupiškio,47,25.41
30,5,48,4,Ramongalių,11,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Biržų - Kupiškio,15,8.11
30,1,48,2,Ramongalių,7,Lietuvos Respublikos liberalų sąjūdis,Biržų - Kupiškio,9,4.86
30,6,48,1,Ramongalių,3,„Drąsos kelias“ politinė partija,Biržų - Kupiškio,4,2.16
2,12,38,1,Senamieščio,,Lietuvos žmonių partija,Mažeikių,1,0.11
1,15,47,1,Geležių,1,Partija „Jaunoji Lietuva“,Pasvalio - Panevėžio,2,0.66
1,4,47,,Geležių,1,Demokratinė darbo ir vienybės partija,Pasvalio - Panevėžio,1,0.33
1,17,47,,Geležių,,Emigrantų partija,Pasvalio - Panevėžio,,
1,2,47,,Geležių,,Respublikonų partija,Pasvalio - Panevėžio,,
1,12,47,,Geležių,1,Lietuvos žmonių partija,Pasvalio - Panevėžio,1,0.33
32,10,48,,Vabalninko,,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Biržų - Kupiškio,,
32,15,48,,Vabalninko,4,Partija „Jaunoji Lietuva“,Biržų - Kupiškio,4,0.7
32,4,48,,Vabalninko,1,Demokratinė darbo ir vienybės partija,Biržų - Kupiškio,1,0.18
32,17,48,,Vabalninko,3,Emigrantų partija,Biržų - Kupiškio,3,0.53
32,2,48,1,Vabalninko,8,Respublikonų partija,Biržų - Kupiškio,9,1.58
32,12,48,,Vabalninko,1,Lietuvos žmonių partija,Biržų - Kupiškio,1,0.18
31,10,48,,Šukionių,,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Biržų - Kupiškio,,
31,15,48,,Šukionių,2,Partija „Jaunoji Lietuva“,Biržų - Kupiškio,2,1.0
31,4,48,,Šukionių,1,Demokratinė darbo ir vienybės partija,Biržų - Kupiškio,1,0.5
31,17,48,,Šukionių,1,Emigrantų partija,Biržų - Kupiškio,1,0.5
31,2,48,1,Šukionių,,Respublikonų partija,Biržų - Kupiškio,1,0.5
31,12,48,,Šukionių,1,Lietuvos žmonių partija,Biržų - Kupiškio,1,0.5
30,9,48,4,Ramongalių,9,Partija Tvarka ir teisingumas,Biržų - Kupiškio,13,7.03
30,7,48,,Ramongalių,,Lietuvos lenkų rinkimų akcija,Biržų - Kupiškio,,
